id,nameWithOwner,url,createdAt,updatedAt,primaryLanguage,releases,pullRequests,issues,IssuesClosed,age,timeSinceLastUpdate,reasonIssuesIssuesClosed
MDEwOlJlcG9zaXRvcnkxMTIyNTAxNA==,etcd-io/etcd,https://github.com/etcd-io/etcd,2013-07-06T21:57:21Z,2023-09-06T16:09:21Z,Go,225,7899,6307,6151,3713,3.2180555555555554,0.9752655779292849
R_kgDOIAstBQ,openai/whisper,https://github.com/openai/whisper,2022-09-16T20:02:54Z,2023-09-06T19:08:31Z,Python,6,82,0,0,354,0.23194444444444445,0.0
MDEwOlJlcG9zaXRvcnk1ODgzNjUzNA==,algorithm-visualizer/algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,2016-05-15T00:27:45Z,2023-09-06T11:37:24Z,JavaScript,0,182,107,74,2670,7.750555555555556,0.6915887850467289
MDEwOlJlcG9zaXRvcnkxMjg5MDc2OTk=,iamkun/dayjs,https://github.com/iamkun/dayjs,2018-04-10T09:26:44Z,2023-09-06T19:20:06Z,JavaScript,115,666,1439,780,1975,0.03888888888888889,0.542043085476025
MDEwOlJlcG9zaXRvcnk5ODUyOTE4,TryGhost/Ghost,https://github.com/TryGhost/Ghost,2013-05-04T11:09:13Z,2023-09-06T14:25:34Z,JavaScript,702,8864,6642,6598,3777,4.947777777777778,0.9933754893104486
MDEwOlJlcG9zaXRvcnk1MjI4MTI4Mw==,mastodon/mastodon,https://github.com/mastodon/mastodon,2016-02-22T15:01:25Z,2023-09-06T16:46:46Z,Ruby,210,12536,9954,6201,2753,2.5944444444444446,0.6229656419529838
MDEwOlJlcG9zaXRvcnkyMTcwMDY5OQ==,vsouza/awesome-ios,https://github.com/vsouza/awesome-ios,2014-07-10T16:03:45Z,2023-09-06T18:19:40Z,Swift,0,2203,465,465,3345,1.0461111111111112,1.0
MDEwOlJlcG9zaXRvcnkxNjYzNDY4,mozilla/pdf.js,https://github.com/mozilla/pdf.js,2011-04-26T06:32:03Z,2023-09-06T18:11:19Z,JavaScript,55,6601,9159,8830,4516,1.1852777777777779,0.9640790479309969
MDEwOlJlcG9zaXRvcnkzNTc3Mjg5Njk=,oven-sh/bun,https://github.com/oven-sh/bun,2021-04-14T00:48:17Z,2023-09-06T19:16:10Z,Zig,92,1454,2516,1523,875,0.10444444444444445,0.6053259141494436
MDEwOlJlcG9zaXRvcnkzMjE0NDA2,meteor/meteor,https://github.com/meteor/meteor,2012-01-19T01:58:17Z,2023-09-06T12:35:20Z,JavaScript,0,1934,8910,8710,4248,6.785,0.9775533108866442
MDEwOlJlcG9zaXRvcnkxNTQ1MjkxOQ==,ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,2013-12-26T13:05:46Z,2023-09-06T17:26:26Z,Go,175,6520,7477,7224,3541,1.9333333333333333,0.9661628995586465
R_kgDOImYX0A,PlexPt/awesome-chatgpt-prompts-zh,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,2022-12-12T01:55:03Z,2023-09-06T19:18:37Z,,0,28,87,53,268,0.0636111111111111,0.6091954022988506
MDEwOlJlcG9zaXRvcnkyMDYxOTAzNg==,pi-hole/pi-hole,https://github.com/pi-hole/pi-hole,2014-06-08T15:02:55Z,2023-09-06T12:28:53Z,Shell,100,1690,2728,2699,3377,6.8925,0.9893695014662757
MDEwOlJlcG9zaXRvcnk1MTE0ODc4MA==,android/architecture-samples,https://github.com/android/architecture-samples,2016-02-05T13:42:07Z,2023-09-06T17:51:29Z,Kotlin,0,222,465,333,2770,1.5158333333333334,0.7161290322580646
MDEwOlJlcG9zaXRvcnkxNjQ0MTk2,JuliaLang/julia,https://github.com/JuliaLang/julia,2011-04-21T07:01:50Z,2023-09-06T17:51:12Z,Julia,145,21722,23575,19784,4521,1.5205555555555557,0.8391940615058324
MDEwOlJlcG9zaXRvcnkxNjI5OTg0Nzk=,sherlock-project/sherlock,https://github.com/sherlock-project/sherlock,2018-12-24T14:30:48Z,2023-09-06T17:27:46Z,Python,0,524,817,772,1717,1.9111111111111112,0.944920440636475
MDEwOlJlcG9zaXRvcnk0MTkxMjc5MQ==,v2ray/v2ray-core,https://github.com/v2ray/v2ray-core,2015-09-04T11:42:53Z,2023-09-06T18:26:14Z,Go,247,203,2540,2522,2924,0.9366666666666666,0.9929133858267717
MDEwOlJlcG9zaXRvcnk0NTk4NjE2Mg==,aymericdamien/TensorFlow-Examples,https://github.com/aymericdamien/TensorFlow-Examples,2015-11-11T14:21:19Z,2023-09-06T18:55:53Z,Jupyter Notebook,0,88,231,69,2856,0.4425,0.2987012987012987
MDEwOlJlcG9zaXRvcnkxNjM4ODMyNzk=,nektos/act,https://github.com/nektos/act,2019-01-02T19:53:43Z,2023-09-06T19:20:37Z,Go,58,771,955,799,1707,0.03027777777777778,0.8366492146596859
MDEwOlJlcG9zaXRvcnkxNTQyODQ4MA==,ColorlibHQ/AdminLTE,https://github.com/ColorlibHQ/AdminLTE,2013-12-25T02:52:40Z,2023-09-06T09:03:10Z,Astro,72,1408,2785,2703,3542,10.321111111111112,0.970556552962298
MDEwOlJlcG9zaXRvcnkxNjc1MjYyMA==,gogs/gogs,https://github.com/gogs/gogs,2014-02-12T01:57:08Z,2023-09-06T14:56:16Z,Go,78,1609,5019,4176,3493,4.436111111111111,0.8320382546323969
MDEwOlJlcG9zaXRvcnkxMTE3NzkyOA==,karan/Projects,https://github.com/karan/Projects,2013-07-04T13:37:27Z,2023-09-06T16:56:49Z,,0,19,71,32,3716,2.4269444444444446,0.4507042253521127
MDEwOlJlcG9zaXRvcnkxMzA0NjQ5NjE=,sharkdp/bat,https://github.com/sharkdp/bat,2018-04-21T10:52:23Z,2023-09-06T19:05:15Z,Rust,39,1159,1250,1047,1964,0.2863888888888889,0.8376
R_kgDOJc1_Sg,AntonOsika/gpt-engineer,https://github.com/AntonOsika/gpt-engineer,2023-04-29T12:52:15Z,2023-09-06T18:42:48Z,Python,8,109,312,285,130,0.6605555555555556,0.9134615384615384
MDEwOlJlcG9zaXRvcnk5OTU5ODU5NQ==,parcel-bundler/parcel,https://github.com/parcel-bundler/parcel,2017-08-07T16:36:47Z,2023-09-06T12:01:57Z,JavaScript,29,2189,5141,4486,2221,7.341388888888889,0.8725928807624975
R_kgDOJH-jmg,Yidadaa/ChatGPT-Next-Web,https://github.com/Yidadaa/ChatGPT-Next-Web,2023-03-10T18:27:54Z,2023-09-06T17:56:23Z,TypeScript,45,377,1656,1639,180,1.4341666666666666,0.9897342995169082
MDEwOlJlcG9zaXRvcnkxNTA2Mjg2OQ==,jestjs/jest,https://github.com/jestjs/jest,2013-12-10T00:18:04Z,2023-09-06T18:49:18Z,TypeScript,195,5216,7501,7121,3557,0.5522222222222222,0.9493400879882682
MDEwOlJlcG9zaXRvcnk5MjQ0Mzk4MA==,jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop,2017-05-25T20:58:42Z,2023-09-06T17:55:51Z,JavaScript,114,18,1197,1039,2294,1.4430555555555555,0.8680033416875522
MDEwOlJlcG9zaXRvcnkyNDU2MDMwNw==,babel/babel,https://github.com/babel/babel,2014-09-28T13:38:23Z,2023-09-06T19:20:07Z,TypeScript,366,5374,8586,7937,3265,0.03861111111111111,0.9244118332168647
MDEwOlJlcG9zaXRvcnkxNzMyMjg0MzY=,NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,2019-03-01T03:27:48Z,2023-09-06T19:06:38Z,Java,30,385,4096,2845,1650,0.2633333333333333,0.694580078125
MDEwOlJlcG9zaXRvcnkxMzg1NDc3OTc=,FiloSottile/mkcert,https://github.com/FiloSottile/mkcert,2018-06-25T05:33:03Z,2023-09-06T17:40:58Z,Go,14,52,327,232,1899,1.691111111111111,0.709480122324159
MDEwOlJlcG9zaXRvcnkxMzYwMjY3ODk=,iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,2018-06-04T13:10:00Z,2023-09-06T18:06:56Z,Python,2,32,1324,793,1920,1.2583333333333333,0.5989425981873112
MDEwOlJlcG9zaXRvcnk1MjcxODgy,astaxie/build-web-application-with-golang,https://github.com/astaxie/build-web-application-with-golang,2012-08-02T11:49:35Z,2023-09-06T15:21:14Z,Go,0,757,297,182,4052,4.02,0.6127946127946128
MDEwOlJlcG9zaXRvcnkxODcwODg2MA==,tiimgreen/github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,2014-04-12T16:38:42Z,2023-09-06T18:19:41Z,,0,129,63,45,3434,1.0458333333333334,0.7142857142857143
MDEwOlJlcG9zaXRvcnkxMzU3ODYwOTM=,typescript-cheatsheets/react,https://github.com/typescript-cheatsheets/react,2018-06-02T04:08:16Z,2023-09-06T17:14:09Z,JavaScript,0,330,191,190,1922,2.1380555555555554,0.9947643979057592
MDEwOlJlcG9zaXRvcnk2ODk1NzkyMA==,justjavac/awesome-wechat-weapp,https://github.com/justjavac/awesome-wechat-weapp,2016-09-22T20:04:48Z,2023-09-06T17:26:15Z,,0,275,0,0,2539,1.936388888888889,0.0
MDEwOlJlcG9zaXRvcnk4OTIyNzU=,square/retrofit,https://github.com/square/retrofit,2010-09-06T21:39:43Z,2023-09-06T13:56:07Z,Java,0,843,2649,2494,4747,5.438611111111111,0.9414873537183843
MDEwOlJlcG9zaXRvcnk4MjIyNzU4NQ==,kamranahmedse/design-patterns-for-humans,https://github.com/kamranahmedse/design-patterns-for-humans,2017-02-16T21:24:39Z,2023-09-06T19:09:10Z,,0,49,50,47,2392,0.22111111111111112,0.94
MDEwOlJlcG9zaXRvcnkxMzk4MjQ0MjM=,Avik-Jain/100-Days-Of-ML-Code,https://github.com/Avik-Jain/100-Days-Of-ML-Code,2018-07-05T09:11:43Z,2023-09-06T15:29:57Z,,0,6,0,0,1889,3.874722222222222,0.0
MDEwOlJlcG9zaXRvcnkyMjgwMTY0NDM=,youngyangyang04/leetcode-master,https://github.com/youngyangyang04/leetcode-master,2019-12-14T12:05:42Z,2023-09-06T16:01:46Z,Shell,0,1854,183,56,1362,3.3444444444444446,0.30601092896174864
MDEwOlJlcG9zaXRvcnkxMDI5NjkyNDU=,golang-standards/project-layout,https://github.com/golang-standards/project-layout,2017-09-09T16:33:26Z,2023-09-06T17:13:52Z,Makefile,0,74,102,37,2188,2.142777777777778,0.3627450980392157
MDEwOlJlcG9zaXRvcnk0MjQ4OTgyOQ==,rust-lang/rustlings,https://github.com/rust-lang/rustlings,2015-09-15T02:25:18Z,2023-09-06T19:18:52Z,Rust,38,742,518,410,2913,0.059444444444444446,0.7915057915057915
MDEwOlJlcG9zaXRvcnkyMzM0NzIxOTk=,massgravel/Microsoft-Activation-Scripts,https://github.com/massgravel/Microsoft-Activation-Scripts,2020-01-12T23:03:34Z,2023-09-06T19:05:16Z,Batchfile,7,2,184,182,1332,0.2861111111111111,0.9891304347826086
MDEwOlJlcG9zaXRvcnkzMzc5MTc0Mw==,x64dbg/x64dbg,https://github.com/x64dbg/x64dbg,2015-04-11T20:48:23Z,2023-09-06T17:15:31Z,C++,3,635,2349,1790,3069,2.1152777777777776,0.7620263942103023
MDEwOlJlcG9zaXRvcnk3NDYyNzYxNw==,commaai/openpilot,https://github.com/commaai/openpilot,2016-11-24T01:33:30Z,2023-09-06T17:17:46Z,Python,52,7833,2308,2089,2477,2.077777777777778,0.9051126516464472
MDEwOlJlcG9zaXRvcnk2MjM2NzU1OA==,vercel/hyper,https://github.com/vercel/hyper,2016-07-01T06:01:21Z,2023-09-06T17:34:23Z,TypeScript,88,2989,3691,2844,2623,1.8008333333333333,0.77052289352479
MDEwOlJlcG9zaXRvcnkyNjQ4MTg2ODY=,ultralytics/yolov5,https://github.com/ultralytics/yolov5,2020-05-18T03:45:11Z,2023-09-06T18:36:37Z,Python,10,1991,8403,8234,1206,0.7636111111111111,0.9798881351898132
MDEwOlJlcG9zaXRvcnk0OTk3MDY0Mg==,yarnpkg/yarn,https://github.com/yarnpkg/yarn,2016-01-19T17:39:16Z,2023-09-06T08:51:24Z,JavaScript,150,1652,6495,4662,2787,10.517222222222221,0.7177829099307159
MDEwOlJlcG9zaXRvcnkxMTA0NDY4NDQ=,marktext/marktext,https://github.com/marktext/marktext,2017-11-12T16:05:25Z,2023-09-06T19:18:52Z,JavaScript,36,936,2601,1610,2124,0.059444444444444446,0.6189926951172626
MDEwOlJlcG9zaXRvcnkyMjExOTcyMQ==,k88hudson/git-flight-rules,https://github.com/k88hudson/git-flight-rules,2014-07-22T20:35:09Z,2023-09-06T12:20:25Z,,0,219,72,54,3332,7.033611111111111,0.75
MDEwOlJlcG9zaXRvcnk1Njk2OTExNg==,ngosang/trackerslist,https://github.com/ngosang/trackerslist,2016-04-24T11:57:57Z,2023-09-06T17:50:04Z,,0,1,394,386,2691,1.5394444444444444,0.9796954314720813
R_kgDOI9q_QQ,facebookresearch/llama,https://github.com/facebookresearch/llama,2023-02-14T09:29:12Z,2023-09-06T19:20:17Z,Python,0,26,625,350,204,0.035833333333333335,0.56
MDEwOlJlcG9zaXRvcnk3NzQxODU2,pixijs/pixijs,https://github.com/pixijs/pixijs,2013-01-21T22:40:50Z,2023-09-06T12:55:41Z,TypeScript,206,2832,5237,5073,3879,6.445833333333334,0.9686843612755395
R_kgDOIksATQ,lencx/ChatGPT,https://github.com/lencx/ChatGPT,2022-12-07T09:43:02Z,2023-09-06T16:51:24Z,Rust,34,118,781,306,273,2.5172222222222222,0.39180537772087065
MDEwOlJlcG9zaXRvcnkxMjg1NjU5Mzc=,iamadamdev/bypass-paywalls-chrome,https://github.com/iamadamdev/bypass-paywalls-chrome,2018-04-07T20:33:19Z,2023-09-06T18:13:05Z,JavaScript,33,132,999,999,1977,1.1558333333333333,1.0
R_kgDOJL0ZtQ,binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,2023-03-20T09:05:13Z,2023-09-06T17:38:58Z,Python,22,78,915,656,170,1.7244444444444444,0.7169398907103826
MDEwOlJlcG9zaXRvcnkyOTI2MTQ3Mw==,minio/minio,https://github.com/minio/minio,2015-01-14T19:23:58Z,2023-09-06T19:19:13Z,Go,417,8522,6727,6702,3156,0.05361111111111111,0.9962836331202616
MDEwOlJlcG9zaXRvcnk0OTYwOTU4MQ==,PowerShell/PowerShell,https://github.com/PowerShell/PowerShell,2016-01-13T23:41:35Z,2023-09-06T18:17:32Z,C#,146,6417,11406,7982,2792,1.0816666666666668,0.6998071190601438
MDEwOlJlcG9zaXRvcnk3NzE4OTA0Mw==,bailicangdu/vue2-elm,https://github.com/bailicangdu/vue2-elm,2016-12-23T01:49:20Z,2023-09-06T13:15:52Z,Vue,0,21,620,508,2448,6.109444444444445,0.8193548387096774
R_kgDOJH_K4A,ggerganov/llama.cpp,https://github.com/ggerganov/llama.cpp,2023-03-10T18:58:00Z,2023-09-06T19:05:27Z,C,739,949,1218,781,180,0.28305555555555556,0.6412151067323482
MDEwOlJlcG9zaXRvcnkxNzgwMzIzNg==,rclone/rclone,https://github.com/rclone/rclone,2014-03-16T16:19:57Z,2023-09-06T19:18:54Z,Go,95,1639,5000,4205,3461,0.058888888888888886,0.841
MDEwOlJlcG9zaXRvcnkxMzcwNzg0ODc=,vuejs/core,https://github.com/vuejs/core,2018-06-12T13:49:36Z,2023-09-06T19:00:43Z,TypeScript,156,2038,4316,3613,1912,0.36194444444444446,0.8371177015755329
MDEwOlJlcG9zaXRvcnkxNjIyNzk4MjI=,agalwood/Motrix,https://github.com/agalwood/Motrix,2018-12-18T11:45:05Z,2023-09-06T18:38:18Z,JavaScript,21,192,1195,558,1723,0.7355555555555555,0.46694560669456064
MDEwOlJlcG9zaXRvcnk1MzYzMTk0NQ==,BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,2016-03-11T02:02:33Z,2023-09-06T15:18:19Z,Rust,66,470,1488,1352,2735,4.068611111111111,0.9086021505376344
MDEwOlJlcG9zaXRvcnkzMTAwMTIx,nwjs/nw.js,https://github.com/nwjs/nw.js,2012-01-04T06:21:10Z,2023-09-06T15:09:41Z,JavaScript,0,572,7235,6352,4263,4.2125,0.8779543883897719
MDEwOlJlcG9zaXRvcnkyMjQ1ODI1OQ==,Alamofire/Alamofire,https://github.com/Alamofire/Alamofire,2014-07-31T05:56:19Z,2023-09-06T19:15:22Z,Swift,96,600,2702,2668,3324,0.11777777777777777,0.9874167283493709
MDEwOlJlcG9zaXRvcnk4NTgxMjc=,pandas-dev/pandas,https://github.com/pandas-dev/pandas,2010-08-24T01:37:33Z,2023-09-06T19:19:17Z,Python,100,23363,25139,21672,4761,0.0525,0.8620867974064204
MDEwOlJlcG9zaXRvcnkxMDE4NzA4Mg==,Unitech/pm2,https://github.com/Unitech/pm2,2013-05-21T03:25:25Z,2023-09-06T18:03:57Z,JavaScript,120,540,4795,4005,3760,1.3080555555555555,0.835245046923879
MDEwOlJlcG9zaXRvcnk2NTM4ODkxNw==,jakevdp/PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,2016-08-10T14:24:36Z,2023-09-06T17:22:09Z,Jupyter Notebook,0,28,181,75,2583,2.004722222222222,0.4143646408839779
MDEwOlJlcG9zaXRvcnk2NTc5NDI5Mg==,styled-components/styled-components,https://github.com/styled-components/styled-components,2016-08-16T06:41:32Z,2023-09-06T17:16:58Z,TypeScript,154,911,2775,2578,2577,2.091111111111111,0.929009009009009
MDEwOlJlcG9zaXRvcnk0NzEwOTIw,apache/dubbo,https://github.com/apache/dubbo,2012-06-19T07:56:02Z,2023-09-06T13:46:46Z,Java,88,4571,6442,5529,4096,5.594444444444444,0.8582738280037255
MDEwOlJlcG9zaXRvcnk4NjgxMzQ5,huginn/huginn,https://github.com/huginn/huginn,2013-03-10T06:00:31Z,2023-09-06T19:19:36Z,Ruby,1,977,2066,1458,3832,0.04722222222222222,0.7057115198451114
MDEwOlJlcG9zaXRvcnkxMDg2NTQzNg==,dypsilon/frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,2013-06-22T13:23:55Z,2023-09-06T18:19:45Z,,1,129,101,82,3728,1.0447222222222223,0.8118811881188119
MDEwOlJlcG9zaXRvcnkyNzcyOTg4MA==,grpc/grpc,https://github.com/grpc/grpc,2014-12-08T18:58:53Z,2023-09-06T19:00:16Z,C++,266,18588,10916,10329,3194,0.36944444444444446,0.946225723708318
MDEwOlJlcG9zaXRvcnkyMzk3NDE0OQ==,Dogfalo/materialize,https://github.com/Dogfalo/materialize,2014-09-12T19:35:38Z,2023-09-06T10:24:59Z,JavaScript,41,449,5219,4596,3280,8.9575,0.8806284728875263
MDEwOlJlcG9zaXRvcnk0MTA1ODA1NA==,isocpp/CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,2015-08-19T20:22:52Z,2023-09-06T18:39:23Z,Python,4,778,1110,881,2939,0.7175,0.7936936936936937
MDEwOlJlcG9zaXRvcnkxNzcyODE2NA==,hashicorp/terraform,https://github.com/hashicorp/terraform,2014-03-13T22:25:48Z,2023-09-06T16:30:45Z,Go,262,10918,20091,18376,3463,2.861388888888889,0.9146383953013787
MDEwOlJlcG9zaXRvcnk3NTY5NTc4,discourse/discourse,https://github.com/discourse/discourse,2013-01-12T00:25:55Z,2023-09-06T16:08:39Z,Ruby,0,20187,0,0,3889,3.229722222222222,0.0
MDEwOlJlcG9zaXRvcnkxMzA2ODgwMTE=,meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,2018-04-23T11:45:28Z,2023-09-06T16:40:33Z,Rust,150,1421,1595,1482,1962,2.6980555555555554,0.929153605015674
MDEwOlJlcG9zaXRvcnkxMzQwMTcyODY=,jesseduffield/lazygit,https://github.com/jesseduffield/lazygit,2018-05-19T00:53:06Z,2023-09-06T18:32:37Z,Go,148,1101,1487,988,1936,0.8302777777777778,0.6644250168123739
MDEwOlJlcG9zaXRvcnkxNDA2ODc0MzA=,dcloudio/uni-app,https://github.com/dcloudio/uni-app,2018-07-12T08:52:39Z,2023-09-06T08:20:07Z,JavaScript,0,216,4064,2898,1882,11.038611111111111,0.7130905511811023
MDEwOlJlcG9zaXRvcnk4NTAzMTQ0Mg==,poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,2017-03-15T05:09:01Z,2023-09-06T18:55:38Z,JavaScript,0,1197,0,0,2366,0.44666666666666666,0.0
MDEwOlJlcG9zaXRvcnk3OTE2MjY4Mg==,laurent22/joplin,https://github.com/laurent22/joplin,2017-01-16T21:49:41Z,2023-09-06T18:42:39Z,TypeScript,300,2270,5597,5269,2423,0.6630555555555555,0.9413971770591388
MDEwOlJlcG9zaXRvcnkzNjQ0NzQzMzU=,google/zx,https://github.com/google/zx,2021-05-05T05:50:01Z,2023-09-06T17:54:08Z,JavaScript,58,113,353,307,854,1.4716666666666667,0.8696883852691218
MDEwOlJlcG9zaXRvcnkxNzIzNzg1MDM=,romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,2019-02-24T19:09:45Z,2023-09-06T18:26:30Z,Shell,32,143,2205,2175,1655,0.9322222222222222,0.9863945578231292
MDEwOlJlcG9zaXRvcnk5MzExMzU=,Leaflet/Leaflet,https://github.com/Leaflet/Leaflet,2010-09-22T16:57:44Z,2023-09-06T15:57:41Z,JavaScript,31,2869,5065,4698,4732,3.4125,0.9275419545903257
MDEwOlJlcG9zaXRvcnkzNzc0OTY1NjI=,AppFlowy-IO/AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,2021-06-16T12:56:48Z,2023-09-06T18:52:08Z,Dart,43,1508,1498,995,812,0.505,0.664218958611482
MDEwOlJlcG9zaXRvcnk3MjQ5NTU3OQ==,go-gitea/gitea,https://github.com/go-gitea/gitea,2016-11-01T02:13:26Z,2023-09-06T18:00:12Z,Go,174,13303,11609,9469,2500,1.3705555555555555,0.815660263588595
MDEwOlJlcG9zaXRvcnkyMjk3NjQ0NjU=,Asabeneh/30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,2019-12-23T14:07:40Z,2023-09-06T19:00:18Z,JavaScript,0,98,137,52,1353,0.3688888888888889,0.3795620437956204
MDEwOlJlcG9zaXRvcnkxNjE0NDEw,FFmpeg/FFmpeg,https://github.com/FFmpeg/FFmpeg,2011-04-14T14:12:38Z,2023-09-06T19:13:49Z,C,0,16,0,0,4528,0.1436111111111111,0.0
MDEwOlJlcG9zaXRvcnkxMzMyNTExMDM=,wagoodman/dive,https://github.com/wagoodman/dive,2018-05-13T15:44:01Z,2023-09-06T17:32:07Z,Go,25,135,291,162,1942,1.8386111111111112,0.5567010309278351
MDEwOlJlcG9zaXRvcnkxMTczNzI4MDY=,yangshun/front-end-interview-handbook,https://github.com/yangshun/front-end-interview-handbook,2018-01-13T19:40:08Z,2023-09-06T18:48:17Z,MDX,0,229,93,76,2061,0.5691666666666667,0.8172043010752689
MDEwOlJlcG9zaXRvcnk4MDI3NjM5MQ==,GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,2017-01-28T09:35:02Z,2023-09-06T18:17:31Z,JavaScript,29,399,559,553,2412,1.0819444444444444,0.9892665474060823
R_kgDOJNbS5w,facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,2023-03-23T17:03:03Z,2023-09-06T18:26:26Z,Jupyter Notebook,0,16,459,121,167,0.9333333333333333,0.2636165577342048
MDEwOlJlcG9zaXRvcnk0NTc4MDAy,faif/python-patterns,https://github.com/faif/python-patterns,2012-06-06T21:02:35Z,2023-09-06T17:41:41Z,Python,0,262,84,73,4108,1.6791666666666667,0.8690476190476191
MDEwOlJlcG9zaXRvcnkzODI0OTYzNjE=,louislam/uptime-kuma,https://github.com/louislam/uptime-kuma,2021-07-03T01:02:42Z,2023-09-06T19:12:30Z,JavaScript,91,869,2543,1706,795,0.16555555555555557,0.6708611875737318
MDEwOlJlcG9zaXRvcnkxNTQ5NTA5MjU=,streamich/react-use,https://github.com/streamich/react-use,2018-10-27T10:16:05Z,2023-09-06T13:56:27Z,TypeScript,249,1494,550,228,1775,5.433055555555556,0.41454545454545455
MDEwOlJlcG9zaXRvcnk2Nzk2MjY0OA==,vuetifyjs/vuetify,https://github.com/vuetifyjs/vuetify,2016-09-12T00:39:35Z,2023-09-06T13:52:13Z,TypeScript,499,3536,12711,11698,2550,5.503611111111111,0.9203052474234915
MDEwOlJlcG9zaXRvcnk2NzcwMjE4NA==,topjohnwu/Magisk,https://github.com/topjohnwu/Magisk,2016-09-08T12:42:53Z,2023-09-06T19:15:03Z,C++,130,1316,5067,5048,2554,0.12305555555555556,0.9962502466942964
MDEwOlJlcG9zaXRvcnkxMDg3NjE2NDU=,nocodb/nocodb,https://github.com/nocodb/nocodb,2017-10-29T18:51:48Z,2023-09-06T19:06:04Z,TypeScript,115,2030,2417,1928,2138,0.2727777777777778,0.7976830781961108
MDEwOlJlcG9zaXRvcnkyMTY0ODAwMQ==,akullpp/awesome-java,https://github.com/akullpp/awesome-java,2014-07-09T10:12:43Z,2023-09-06T19:15:29Z,,0,657,121,121,3346,0.11583333333333333,1.0
MDEwOlJlcG9zaXRvcnkyNzQ0Mjk2Nw==,fastlane/fastlane,https://github.com/fastlane/fastlane,2014-12-02T17:00:38Z,2023-09-06T09:57:46Z,Ruby,533,6011,12645,12288,3200,9.411111111111111,0.9717674970344009
MDEwOlJlcG9zaXRvcnk2ODcyMDg2Nw==,firstcontributions/first-contributions,https://github.com/firstcontributions/first-contributions,2016-09-20T14:35:09Z,2023-09-06T19:17:40Z,,0,60775,622,597,2542,0.07944444444444444,0.9598070739549839
MDEwOlJlcG9zaXRvcnk1OTIzMjE1,hexojs/hexo,https://github.com/hexojs/hexo,2012-09-23T15:17:08Z,2023-09-06T17:29:49Z,JavaScript,109,857,3863,3799,4000,1.8769444444444445,0.9834325653637069
MDEwOlJlcG9zaXRvcnkzMDY1NDU0,impress/impress.js,https://github.com/impress/impress.js,2011-12-28T22:23:19Z,2023-09-06T18:02:16Z,JavaScript,15,115,473,415,4269,1.336111111111111,0.8773784355179705
MDEwOlJlcG9zaXRvcnkzMzI2MzExOA==,gorhill/uBlock,https://github.com/gorhill/uBlock,2015-04-01T17:51:11Z,2023-09-06T17:02:55Z,JavaScript,288,221,3450,3437,3080,2.325277777777778,0.996231884057971
MDEwOlJlcG9zaXRvcnkxNDE5NDE3NA==,alex/what-happens-when,https://github.com/alex/what-happens-when,2013-11-07T04:30:06Z,2023-09-06T14:50:11Z,,0,108,187,35,3590,4.5375,0.18716577540106952
R_kgDOJd0Akg,imartinez/privateGPT,https://github.com/imartinez/privateGPT,2023-05-02T09:15:31Z,2023-09-06T18:44:23Z,Python,0,39,588,178,127,0.6341666666666667,0.30272108843537415
MDEwOlJlcG9zaXRvcnk2MTg5MzM5OQ==,brillout/awesome-react-components,https://github.com/brillout/awesome-react-components,2016-06-24T15:19:33Z,2023-09-06T18:19:48Z,,0,306,45,44,2630,1.0438888888888889,0.9777777777777777
MDEwOlJlcG9zaXRvcnk1MzIzODgxMw==,Homebrew/brew,https://github.com/Homebrew/brew,2016-03-06T05:08:38Z,2023-09-06T18:58:49Z,Ruby,326,9681,4127,4103,2740,0.39361111111111113,0.9941846377513933
MDEwOlJlcG9zaXRvcnkyNTQ4MzI3OTk=,Z4nzu/hackingtool,https://github.com/Z4nzu/hackingtool,2020-04-11T09:21:31Z,2023-09-06T18:25:53Z,Python,0,52,296,282,1243,0.9425,0.9527027027027027
MDEwOlJlcG9zaXRvcnkzNTg2NjY5NA==,RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,2015-05-19T07:36:09Z,2023-09-06T18:44:02Z,TypeScript,813,10960,15245,12845,3032,0.64,0.8425713348638898
